ICAO_Code,Location_Name,Latitude,Longitude,Terr_code,ICAO Member State,ICAO_Code
GMAT,TAN-TAN/PLAGE BLANCHE,28.44833333,-11.16138889,GM,Morocco,GMAT
KRTN,RATON MUNI/CREWS FIELD,36.74243889,-104.501725,KR,United States,KRTN
KTTD,PORTLAND-TROUTDALE,45.54936111,-122.40125,KT,United States,KTTD
YSNF,NORFOLK ISLAND,-29.0425,167.9380556,YS,Australia,YSNF
WALF,BATU AMPAR/MA BENGKAL,4.1363889,117.6672222,WA,Indonesia,WALF
KGRD,GREENWOOD COUNTY,34.25039167,-82.15780833,KG,United States,KGRD
LGBL,ALMIROS/NEA ANCHIALOS,39.21944444,22.79444444,LG,Greece,LGBL
KEAN,PHIFER AIRFIELD,42.05551944,-104.9282806,KE,United States,KEAN
SAAP,PARANA/AEROPUERTO GRAL. URQUIZA (ER),-31.79476389,-60.48036111,SA,Argentina,SAAP
KSEF,SEBRING RGNL,27.45638889,-81.34238889,KS,United States,KSEF
LGKJ,KASTELORIZO,36.14166667,29.57638889,LG,Greece,LGKJ
KUCY,EVERETT-STEWART RGNL,36.37974167,-88.98570278,KU,United States,KUCY
KGRF,GRAY AAF (JOINT BASE LEWIS-MCCHORD),47.07921389,-122.5807667,KG,United States,KGRF
LPCR,CORVO,39.67083333,-31.11277778,LP,Portugal,LPCR
EDMV,VILSHOFEN,48.63516667,13.19566667,ED,Germany,EDMV
KCKM,FLETCHER FIELD,34.29972222,-90.51230556,KC,United States,KCKM
KTOC,TOCCOA RG LETOURNEAU FIELD,34.59281111,-83.29636944,KT,United States,KTOC
LESA,SALAMANCA,40.95194444,-5.501944444,LE,Spain,LESA
KCAD,WEXFORD COUNTY,44.27533333,-85.41891667,KC,United States,KCAD
LFAT,LE TOUQUET-ELIZABETH II,50.51472222,1.6275,LF,France,LFAT
FNSA,SAURIMO/SAURIMO,-9.688888889,20.43083333,FN,Angola,FNSA
KSME,LAKE CUMBERLAND RGNL,37.05358333,-84.61563889,KS,United States,KSME
KSEG,PENN VALLEY,40.82123333,-76.86417222,KS,United States,KSEG
CYOA,"EKATI, NT",64.69899722,-110.6146028,CY,Canada,CYOA
LGKA,KASTORIA/ARISTOTELIS,40.44638889,21.28111111,LG,Greece,LGKA
KPVW,HALE COUNTY,34.16814722,-101.7173361,KP,United States,KPVW
CYPC,PAULATUK (NORA ALIQATCHIALUK RUBEN) NT,69.36065833,-124.0757083,CY,Canada,CYPC
UEST,TIKSI,71.69555556,128.9005556,UE,Russian Federation,UEST
GMTA,AL HOCEIMA/CHERIF EL IDRISSI,35.17972222,-3.84,GM,Morocco,GMTA
NTTO,HAO,-18.06416667,-140.9572222,NT,France,NTTO
OYSY,SAYUN/INTL,15.96361111,48.785,OY,Yemen,OYSY
KSLR,SULPHUR SPRINGS MUNI,33.15983333,-95.62113889,KS,United States,KSLR
LHSM,HEVIZ-BALATON AIRPORT,46.68638889,17.15916667,LH,Hungary,LHSM
EDOP,SCHWERIN-PARCHIM,53.42699722,11.78343611,ED,Germany,EDOP
VASU,SURAT,21.11605,72.741825,VA,India,VASU
KMSV,SULLIVAN COUNTY INTL,41.70163889,-74.79502778,KM,United States,KMSV
EHLE,LELYSTAD/LELYSTAD,52.45333333,5.513888889,EH,Netherlands,EHLE
HTTB,TABORA,-5.076008333,32.83032222,HT,United Republic of Tanzania,HTTB
OPCH,CHITRAL,35.88619444,71.79991667,OP,Pakistan,OPCH
KBKX,BROOKINGS RGNL,44.30452778,-96.81891667,KB,United States,KBKX
CZBM,BROMONT (ROLAND DESOURDY) QC,45.29093333,-72.741975,CZ,Canada,CZBM
CZEM,"EASTMAIN RIVER, QC",52.2264,-78.52258333,CZ,Canada,CZEM
KETB,WEST BEND MUNI,43.42216667,-88.12791667,KE,United States,KETB
KAUM,AUSTIN MUNI,43.66263889,-92.93291667,KA,United States,KAUM
DGSN,SUNYANI,7.361863889,-2.328719444,DG,Ghana,DGSN
KFKL,VENANGO RGNL,41.37741667,-79.86063889,KF,United States,KFKL
CYSN,"ST CATHARINES/NIAGARA DISTRICT, ON",43.1916,-79.17115,CY,Canada,CYSN
SKPD,CESAR GAVIRIA/INIRIDA,3.854166667,-67.90638889,SK,Colombia,SKPD
KTMA,HENRY TIFT MYERS,31.42955556,-83.48922222,KT,United States,KTMA
KCBK,SHALZ FIELD,39.42744444,-101.0466111,KC,United States,KCBK
SADF,SAN FERNANDO (BA),-34.455,-58.59138889,SA,Argentina,SADF
HEBL,ABU SIMBEL,22.37583333,31.61166667,HE,Egypt,HEBL
KGPZ,GRAND RAPIDS/ITASCA CO-GORDON NEWSTROM FLD,47.20928333,-93.50994444,KG,United States,KGPZ
ZMKD,KHOVD/KHOVD,47.95444444,91.6275,ZM,Mongolia,ZMKD
CYAC,"CAT LAKE, ON",51.72733333,-91.8245,CY,Canada,CYAC
DAUI,IN SALAH,27.25361111,2.510833333,DA,Algeria,DAUI
KELK,ELK CITY RGNL BUSINESS,35.43077778,-99.39427778,KE,United States,KELK
LTBQ,KOCAELI/CENGIZ TOPEL (MIL-CIV),40.735,30.08333333,LT,Türkiye,LTBQ
CZKE,"KASHECHEWAN, ON",52.28245,-81.67781667,CZ,Canada,CZKE
CYBD,"BELLA COOLA, BC",52.3875,-126.5958333,CY,Canada,CYBD
MUCF,CIENFUEGOS/JAMIE GONZALEZ INTL,22.15,-80.41416667,MU,Cuba,MUCF
MMGM,GUAYMAS,27.96932222,-110.9237167,MM,Mexico,MMGM
KMPO,POCONO MOUNTAINS MUNI,41.13769444,-75.38005556,KM,United States,KMPO
MYBG,GREAT HARBOUR CAY,25.73838333,-77.84028889,MY,Bahamas,MYBG
LDLO,LOSINJ/LOSINJ I.,44.56590556,14.39318889,LD,Croatia,LDLO
LFOH,LE HAVRE-OCTEVILLE,49.53388889,0.088055556,LF,France,LFOH
SBTB,"ORIXIMINA/TROMBETAS, PA",-1.484444444,-56.39916667,SB,Brazil,SBTB
CYEN,"ESTEVAN REGIONAL, SK",49.21019444,-102.9657583,CY,Canada,CYEN
KHPY,BAYTOWN,29.78608333,-94.95266667,KH,United States,KHPY
KJAS,JASPER COUNTY-BELL FIELD,30.88569444,-94.03494444,KJ,United States,KJAS
KPHT,HENRY COUNTY,36.33594444,-88.38444444,KP,United States,KPHT
KIRS,KIRSCH MUNI,41.81328611,-85.43895833,KI,United States,KIRS
CYOP,"RAINBOW LAKE, AB",58.49109167,-119.4066389,CY,Canada,CYOP
UAKD,ZHEZKAZGAN,47.70916667,67.73833333,UA,Kazakhstan,UAKD
EDFB,REICHELSHEIM,50.33866667,8.878666667,ED,Germany,EDFB
OPMJ,MOENJODARO,27.33515556,68.14305278,OP,Pakistan,OPMJ
KPLR,ST CLAIR COUNTY,33.55883333,-86.24905556,KP,United States,KPLR
KASX,JOHN F KENNEDY MEMORIAL,46.54852778,-90.91897222,KA,United States,KASX
SKSA,COLONIZADORES/SARAVENA,6.950277778,-71.85611111,SK,Colombia,SKSA
LZPP,PIESTANY,48.625,17.82861111,LZ,Slovakia,LZPP
PATG,TOGIAK,59.05355556,-160.3967778,PA,United States,PATG
PAVA,CHEVAK,61.54083333,-165.6008889,PA,United States,PAVA
CYCS,"CHESTERFIELD INLET, NU",63.34711111,-90.73115556,CY,Canada,CYCS
SKNQ,REYES MURILLO/NUQUI,5.709444444,-77.2625,SK,Colombia,SKNQ
DIKO,KORHOGO,9.387583333,-5.554138889,DI,Côte d'Ivoire,DIKO
KNIP,JACKSONVILLE NAS (TOWERS FIELD),30.23370556,-81.67605556,KN,United States,KNIP
LDSB,BRAC/BRAC I.,43.28571944,16.67971944,LD,Croatia,LDSB
KFRM,FAIRMONT MUNI,43.64394444,-94.41561111,KF,United States,KFRM
KELN,BOWERS FIELD,47.03484444,-120.5288583,KE,United States,KELN
NVSC,SOLA,-13.85561111,167.5386611,NV,Vanuatu,NVSC
FLSO,SOUTH DOWNS,-12.9,28.15,FL,Zambia,FLSO
KTPH,TONOPAH,38.06019444,-117.0868056,KT,United States,KTPH
LFQB,TROYES-BARBEREY,48.32166667,4.016666667,LF,France,LFQB
WBKT,KUDAT,6.923611111,116.8377778,WB,Malaysia,WBKT
KOGB,ORANGEBURG MUNI,33.45691667,-80.85940556,KO,United States,KOGB
KFFO,WRIGHT-PATTERSON AFB,39.82596944,-84.04610278,KF,United States,KFFO
KAOH,LIMA ALLEN COUNTY,40.70747778,-84.02707778,KA,United States,KAOH
UHMA,ANADYR/UGOLNY,64.735,177.7383333,UH,Russian Federation,UHMA
LLOV,OVDA AB,29.935,34.94083333,LL,Israel,LLOV
KHDE,BREWSTER FIELD,40.4518,-99.33600833,KH,United States,KHDE
HLLS,SEBHA (SEBHA INTL),26.98703333,14.47258333,HL,Libya,HLLS
BGUK,UPERNAVIK,72.79018889,-56.13058611,BG,Denmark,BGUK
SVLF,"LA FRIA, TACHIRA",8.238888889,-72.27083333,SV,Venezuela (Bolivarian Republic of),SVLF
MRPV,TOBIAS BOLANOS INTL.,9.957138889,-84.13955833,MR,Costa Rica,MRPV
KONA,WINONA MUNI-MAX CONRAD FLD,44.07960833,-91.71162778,KO,United States,KONA
CYHF,"HEARST (RENE FONTAINE) MUNI, ON",49.71395,-83.68706389,CY,Canada,CYHF
UBBN,NAKHCHIVAN,39.18873333,45.45728056,UB,Azerbaijan,UBBN
KDMN,DEMING MUNI,32.26238889,-107.719,KD,United States,KDMN
EGVN,BRIZE NORTON,51.74998611,-1.582947222,EG,United Kingdom,EGVN
KBDG,BLANDING MUNI,37.58333333,-109.4832778,KB,United States,KBDG
CYIF,"ST-AUGUSTIN, QC",51.20991111,-58.65739444,CY,Canada,CYIF
KMVN,MOUNT VERNON,38.32336111,-88.8585,KM,United States,KMVN
KCWI,CLINTON MUNI,41.83075,-90.32897222,KC,United States,KCWI
KMTW,MANITOWOC COUNTY,44.12877778,-87.68058333,KM,United States,KMTW
KACB,ANTRIM COUNTY,44.988575,-85.19834444,KA,United States,KACB
LSZL,LOCARNO,46.16083333,8.878611111,LS,Switzerland,LSZL
LFRV,VANNES-MEUCON,47.71916667,-2.723333333,LF,France,LFRV
SAVY,PUERTO MADRYN/EL TEHUELCHE (CHT),-42.75916667,-65.10277778,SA,Argentina,SAVY
ZSJJ,JIUJIANG/LUSHAN,29.7333333,115.9833333,ZS,China,ZSJJ
KMIW,MARSHALLTOWN MUNI,42.11275,-92.91777778,KM,United States,KMIW
VGRJ,RAJSHAHI,24.43735278,88.61653333,VG,Bangladesh,VGRJ
KIKK,GREATER KANKAKEE,41.07138889,-87.84627778,KI,United States,KIKK
EDFZ,MAINZ/FINTHEN,49.9685,8.148,ED,Germany,EDFZ
PADG,RED DOG,68.03211111,-162.8991944,PA,United States,PADG
GVSN,SAO NICOLAU ISLAND/PREGUICA,16.58805556,-24.28388889,GV,Cabo Verde,GVSN
LERT,CADIZ/ROTA (BASE AERO-NAVAL),36.64527778,-6.349444444,LE,Spain,LERT
KGTB,"FORT DRUM/WHEELER-SACK AAF,  NY.",44.05561111,-75.71989722,KG,United States,KGTB
FNMO,IBE/YURI GAGARIN,-15.25944444,12.14888889,FN,Angola,FNMO
AYMN,MENDI,-6.1461,143.6572667,AY,Papua New Guinea,AYMN
DIBK,BOUAKE,7.752388889,-5.067694444,DI,Côte d'Ivoire,DIBK
MYCI,COLONEL HILL,22.74548889,-74.18239444,MY,Bahamas,MYCI
KLNA,PALM BEACH COUNTY PARK,26.59305556,-80.08506389,KL,United States,KLNA
GMFK,ERRACHIDIA/MOULAY ALI CHERIF,31.94805556,-4.400555556,GM,Morocco,GMFK
KIZA,SANTA YNEZ,34.60681389,-120.07555,KI,United States,KIZA
LELL,SABADELL,41.52083333,2.105,LE,Spain,LELL
LEBG,BURGOS/VILLAFRIA,42.3575,-3.613611111,LE,Spain,LEBG
KSLB,STORM LAKE MUNI,42.59723333,-95.24066389,KS,United States,KSLB
YWTN,WINTON,-22.36361111,143.0855556,YW,Australia,YWTN
WAMH,TAHUNA/NAHA,3.685555556,125.5291667,WA,Indonesia,WAMH
HAGO,GODE,5.935125,43.57856667,HA,Ethiopia,HAGO
DFOO,BOBO DIOULASSO,11.16741667,-4.321055556,DF,Burkina Faso,DFOO
RPUV,"VIRAC, CATANDUANES",13.57698611,124.2049139,RP,Philippines,RPUV
RPUY,"CAUAYAN, ISABELA",16.92977778,121.7533083,RP,Philippines,RPUY
OEDM,AL DAWADMI,24.44972222,44.12111111,OE,Saudi Arabia,OEDM
DAUZ,ZARZAITINE/IN AMENAS,28.05138889,9.642777778,DA,Algeria,DAUZ
CYZU,"WHITECOURT, AB",54.14384722,-115.7867667,CY,Canada,CYZU
YCAR,CARNARVON,-24.88055556,113.6722222,YC,Australia,YCAR
MMSF,SAN FELIPE,30.93138889,-114.8088889,MM,Mexico,MMSF
KMCB,MC COMB/PIKE COUNTY/JOHN E LEWIS FIELD,31.17844444,-90.47186111,KM,United States,KMCB
EDQT,HASSFURT-SCHWEINFURT,50.01805556,10.52944444,ED,Germany,EDQT
CYVT,"BUFFALO NARROWS, SK",55.84193611,-108.4176083,CY,Canada,CYVT
MUGT,GUANTANAMO/MARIANA GRAJALES,20.08527778,-75.15833333,MU,Cuba,MUGT
KPBF,GRIDER FIELD,34.17451111,-91.93560278,KP,United States,KPBF
FKKR,GAROUA,9.336666667,13.38111111,FK,Cameroon,FKKR
KMDH,SOUTHERN ILLINOIS,37.77808333,-89.25202778,KM,United States,KMDH
SKMU,FABIO A LEON BENTLEY/MITU,1.253333333,-70.23388889,SK,Colombia,SKMU
NGTA,TARAWA/BONRIKI INTL,1.381158333,173.1462806,NG,Kiribati,NGTA
SVCR,"CORO, FALCON",11.41472222,-69.68166667,SV,Venezuela (Bolivarian Republic of),SVCR
KMRC,MAURY COUNTY,35.55438889,-87.17913889,KM,United States,KMRC
CYRC,"CHICOUTIMI/ST-HONORE, QC",48.52069722,-71.05057222,CY,Canada,CYRC
KGLW,GLASGOW MUNI,37.03177778,-85.95375,KG,United States,KGLW
KWST,WESTERLY STATE,41.34963056,-71.80341667,KW,United States,KWST
KBYI,BURLEY MUNI,42.54261111,-113.7715278,KB,United States,KBYI
EDLD,DINSLAKEN/SCHWARZE HEIDE,51.616,6.861166667,ED,Germany,EDLD
HRZA,KAMEMBE,-2.459313889,28.90843056,HR,Rwanda,HRZA
VIAG,AGRA (INDIAN AIR FORCE),27.15833333,77.96166667,VI,India,VIAG
KMCF,MACDILL AFB,27.84933889,-82.52121389,KM,United States,KMCF
RJTY,YOKOTA,35.749325,139.3484889,RJ,Japan,RJTY
KIRK,KIRKSVILLE RGNL,40.09347222,-92.54491667,KI,United States,KIRK
CYTN,"TRENTON, NS",45.61181667,-62.62111667,CY,Canada,CYTN
LFPM,MELUN-VILLAROCHE,48.60527778,2.670833333,LF,France,LFPM
CYAZ,"TOFINO/LONG BEACH, BC",49.08206667,-125.7723944,CY,Canada,CYAZ
PAPB,SAINT GEORGE,56.57736111,-169.6637222,PA,United States,PAPB
UOTT,TURUKHANSK,65.80027778,87.92944444,UO,Russian Federation,UOTT
HTBU,BUKOBA,-1.331363889,31.82046944,HT,United Republic of Tanzania,HTBU
KBKE,BAKER CITY MUNI,44.83733333,-117.8091389,KB,United States,KBKE
KRNH,NEW RICHMOND RGNL,45.14777778,-92.53916667,KR,United States,KRNH
CYWP,"WEBEQUIE, ON",52.95938056,-87.37523333,CY,Canada,CYWP
CYAS,"KANGIRSUK, QC",60.02725278,-69.99917778,CY,Canada,CYAS
PAAQ,PALMER MUNI,61.59491667,-149.0887222,PA,United States,PAAQ
DAOI,CHLEF,36.21694444,1.34,DA,Algeria,DAOI
RKNY,YANGYANG INTL,38.06138889,128.6691667,RK,Republic of Korea,RKNY
KUNU,DODGE COUNTY,43.42647222,-88.70386111,KU,United States,KUNU
ZMCD,DORNOD/CHOIBALSAN,48.135,114.6463889,ZM,Mongolia,ZMCD
CYQH,"WATSON LAKE, YT",60.11645,-128.8224167,CY,Canada,CYQH
CYGH,"FORT GOOD HOPE, NT",66.24063611,-128.6475972,CY,Canada,CYGH
NVVI,IPOTA,-18.8563889,169.2830556,NV,Vanuatu,NVVI
KMMI,MCMINN COUNTY,35.39919444,-84.56177778,KM,United States,KMMI
KNFL,FALLON NAS (VAN VOORHIS FLD),39.41783056,-118.6985889,KN,United States,KNFL
UWOR,ORSK,51.0725,58.59583333,UW,Russian Federation,UWOR
CYZH,"SLAVE LAKE, AB",55.29292222,-114.7772083,CY,Canada,CYZH
KMOP,"MOUNT PLEASANT MUNI, MI",43.62163889,-84.73730556,KM,United States,KMOP
CYYN,"SWIFT CURRENT, SK",50.29251667,-107.6908861,CY,Canada,CYYN
NZKT,KAITAIA,-35.07002778,173.285175,NZ,New Zealand,NZKT
WATG,RUTENG/FRANS SALES LEGA,-8.598611111,120.4797222,WA,Indonesia,WATG
DTTF,GAFSA/KSAR,34.41555556,8.813611111,DT,Tunisia,DTTF
KCEY,KYLE-OAKLEY FIELD,36.66458056,-88.372775,KC,United States,KCEY
KRHV,REID-HILLVIEW OF SANTA CLARA COUNTY,37.33286111,-121.8198056,KR,United States,KRHV
UMGG,HOMIEL,52.52694444,31.01666667,UM,Belarus,UMGG
CYLU,"KANGIQSUALUJJUAQ (GEORGES RIVER), QC",58.71139722,-65.99285556,CY,Canada,CYLU
FYKM,KATIMA MULILO,-17.63416667,24.17666667,FY,Namibia,FYKM
NVSO,LONORORE,-15.86564722,168.1717778,NV,Vanuatu,NVSO
KCSV,CROSSVILLE MEMORIAL-WHITSON FIELD,35.95129167,-85.08497778,KC,United States,KCSV
KGUS,GRISSOM AFB,40.64809167,-86.15211944,KG,United States,KGUS
EDWO,OSNABRUECK-ATTERHEIDE,52.28633333,7.973333333,ED,Germany,EDWO
FYOG,ORANJEMUND,-28.58480556,16.44636111,FY,Namibia,FYOG
FYLZ,LUDERITZ,-26.68527778,15.24555556,FY,Namibia,FYLZ
FAPN,PILANESBERG INTERNATIONAL,-25.33548333,27.17163333,FA,South Africa,FAPN
SKSJ,SAN JOSE DEL GUAVIARE/SAN JOSE DEL GUAVIARE,2.579166667,-72.63916667,SK,Colombia,SKSJ
EDBM,MAGDEBURG/CITY,52.07365833,11.62646667,ED,Germany,EDBM
SKBU,GERARDO TOBAR LOPEZ/BUENAVENTURA,3.819444444,-76.98972222,SK,Colombia,SKBU
KGAD,NORTHEAST ALABAMA RGNL,33.97264722,-86.08908333,KG,United States,KGAD
CYND,"OTTAWA/GATINEAU, QC",45.52169167,-75.56361111,CY,Canada,CYND
NFTL,HA'APAI,-19.77705833,-174.340375,NF,Tonga,NFTL
YARG,ARGYLE/WA/AD,-16.63694444,128.4513889,YA,Australia,YARG
SVPA,"PUERTO AYACUCHO, AMAZONAS",5.62,-67.60611111,SV,Venezuela (Bolivarian Republic of),SVPA
KOTG,WORTHINGTON MUNI,43.65505556,-95.57919444,KO,United States,KOTG
NVSQ,GAUA,-14.2194444,167.5886111,NV,Vanuatu,NVSQ
OIHH,HAMADAN,34.86944444,48.55055556,OI,Iran (Islamic Republic of),OIHH
URWI,ELISTA,46.37472222,44.32388889,UR,Russian Federation,URWI
DAUE,EL GOLEA,30.56888889,2.864722222,DA,Algeria,DAUE
KLOZ,LONDON-CORBIN ARPT-MAGEE FIELD,37.08688889,-84.07738889,KL,United States,KLOZ
SBTU,"TUCURUI/TUCURUI, PA",-3.776944444,-49.71972222,SB,Brazil,SBTU
HCMR,GALKAIO,6.7811111,47.4380556,HC,Somalia,HCMR
NTKR,TAKAROA,-14.45611111,-145.0263889,NT,France,NTKR
KLVS,LAS VEGAS MUNI,35.65422222,-105.1423889,KL,United States,KLVS
UESU,ZYRYANKA,65.74833333,150.8883333,UE,Russian Federation,UESU
OIAM,BANDAR MAHSHAHR/MAHSHAHR,30.55888889,49.15055556,OI,Iran (Islamic Republic of),OIAM
DABS,TEBESSA/CHEIKH LARBI TEBESSI,35.43263611,8.1256,DA,Algeria,DABS
KLAM,LOS ALAMOS,35.87968611,-106.2686861,KL,United States,KLAM
KDMO,SEDALIA RGNL,38.70741667,-93.17591667,KD,United States,KDMO
DATM,BORDJ MOKHTAR,21.375,0.923888889,DA,Algeria,DATM
OIBL,BANDAR LENGHEH,26.53138889,54.8275,OI,Iran (Islamic Republic of),OIBL
ESUP,PAJALA,67.24583333,23.06888889,ES,Sweden,ESUP
KEUF,WEEDON FIELD,31.95130556,-85.12891667,KE,United States,KEUF
KAIO,ATLANTIC MUNI,41.40383333,-95.04875,KA,United States,KAIO
LFBU,ANGOULEME-BRIE-CHAMPNIERS,45.72944444,0.219166667,LF,France,LFBU
CYIB,"ATIKOKAN MUNI, ON",48.77411667,-91.63876944,CY,Canada,CYIB
CZBB,"VANCOUVER/BOUNDARY BAY, BC",49.07346667,-123.0083944,CZ,Canada,CZBB
EDHK,KIEL-HOLTENAU,54.37946944,10.14514722,ED,Germany,EDHK
MYAK,CONGO TOWN,24.15879167,-77.58999722,MY,Bahamas,MYAK
KFST,FORT STOCKTON-PECOS COUNTY,30.91525,-102.9127778,KF,United States,KFST
KDBN,W H 'BUD' BARRON,32.56472222,-82.98497222,KD,United States,KDBN
KBLF,MERCER COUNTY,37.29594722,-81.20751667,KB,United States,KBLF
KVIH,ROLLA NATIONAL,38.12741667,-91.7695,KV,United States,KVIH
EDRK,KOBLENZ-WINNINGEN,50.3255,7.528611111,ED,Germany,EDRK
EGSG,STAPLEFORD,51.6525,0.156111111,EG,United Kingdom,EGSG
KLRJ,LE MARS MUNI,42.77794444,-96.19369444,KL,United States,KLRJ
LIMG,ALBENGA-RIVIERA AIRPORT,44.04583333,8.125555556,LI,Italy,LIMG
KMFI,MARSHFIELD MUNI,44.63688056,-90.18932778,KM,United States,KMFI
KLWT,LEWISTOWN MUNI,47.04925,-109.4666944,KL,United States,KLWT
EGNE,RETFORD/GAMSTON,53.28055556,-0.951388889,EG,United Kingdom,EGNE
MYIG,MATTHEW TOWN,20.975,-73.66685278,MY,Bahamas,MYIG
KBEC,BEECH FACTORY,37.69391667,-97.21491667,KB,United States,KBEC
KCRS,C DAVID CAMPBELL FIELD-CORSICANA MUNI,32.02805556,-96.40058333,KC,United States,KCRS
KCLK,CLINTON RGNL,35.53827222,-98.93278611,KC,United States,KCLK
EDWE,EMDEN,53.390975,7.225597222,ED,Germany,EDWE
KHKA,BLYTHEVILLE MUNI,35.94041667,-89.83080556,KH,United States,KHKA
KPPF,"TRI-CITY, KS",37.33081111,-95.506175,KP,United States,KPPF
PARY,RUBY,64.72721111,-155.4698889,PA,United States,PARY
TVSC,"CANOUAN,ST.VINCENT AND THE GRENADINES",12.70079722,-61.34506667,TV,Saint Vincent and the Grenadines,TVSC
KTOR,TORRINGTON MUNI,42.06452778,-104.1526944,KT,United States,KTOR
LROD,ORADEA/ORADEA,47.02527778,21.9025,LR,Romania,LROD
KBBD,CURTIS FIELD,31.17927778,-99.32391667,KB,United States,KBBD
KLFI,LANGLEY AFB,37.08288611,-76.36053889,KL,United States,KLFI
NVSF,CRAIG COVE,-16.26324722,167.9231306,NV,Vanuatu,NVSF
DRZR,ZINDER,13.783975,8.990405556,DR,Niger,DRZR
DRZA,AGADEZ/MANO DAYAK,16.96222222,7.990277778,DR,Niger,DRZA
KGIF,WINTER HAVEN'S GILBERT,28.06291667,-81.75330556,KG,United States,KGIF
KDMA,DAVIS MONTHAN AFB,32.16636389,-110.8831722,KD,United States,KDMA
KAGO,MAGNOLIA MUNI,33.22747222,-93.217,KA,United States,KAGO
KBID,BLOCK ISLAND STATE,41.16811111,-71.57783333,KB,United States,KBID
CZBA,"BURLINGTON EXECUTIVE, ON",43.44146667,-79.85021944,CZ,Canada,CZBA
KHOP,CAMPBELL AAF (FORT CAMPBELL),36.67257778,-87.49237222,KH,United States,KHOP
VTPH,PRACHUAP KHIRI KHAN/HUA HIN,12.63031944,99.95344444,VT,Thailand,VTPH
KTRL,TERRELL MUNI,32.70849444,-96.26709444,KT,United States,KTRL
CYOD,"COLD LAKE/GROUP CAPTAIN R.W. MCNAIR, AB",54.405,-110.2794444,CY,Canada,CYOD
PAMY,MEKORYUK,60.37238889,-166.2701944,PA,United States,PAMY
KDKK,CHAUTAUQUA COUNTY/DUNKIRK,42.49394444,-79.27111111,KD,United States,KDKK
KCFV,COFFEYVILLE MUNI,37.094,-95.572,KC,United States,KCFV
UESS,CHERSKY,68.74138889,161.3397222,UE,Russian Federation,UESS
NVSW,WALAHA,-15.4119444,167.6911111,NV,Vanuatu,NVSW
KNQX,KEY WEST NAS/BOCA CHICA FIELD,24.57463611,-81.68664444,KN,United States,KNQX
KJCT,KIMBLE COUNTY,30.51111111,-99.76288889,KJ,United States,KJCT
KEMP,EMPORIA MUNI,38.33055556,-96.18994444,KE,United States,KEMP
LTAD,ANKARA/ETIMESGUT (MIL),39.95166667,32.6875,LT,Türkiye,LTAD
LFRU,MORLAIX PLOUJEAN,48.60083333,-3.816666667,LF,France,LFRU
NTGI,MANIHI,-14.43222222,-146.0636111,NT,France,NTGI
SPHZ,ANTA-HUARAZ/HUASCARAN COMANDANTE FAP GERMAN ARIAS GRAZIANI,-9.3475,-77.59833333,SP,Peru,SPHZ
KTNU,NEWTON MUNI,41.67442778,-93.02172778,KT,United States,KTNU
KOBE,OKEECHOBEE COUNTY,27.26658333,-80.85038889,KO,United States,KOBE
LFRC,CHERBOURG-MANCHE,49.65083333,-1.475277778,LF,France,LFRC
CYMU,"UMIUJAQ, QC",56.53612222,-76.51825,CY,Canada,CYMU
KSIY,SISKIYOU COUNTY,41.78144444,-122.4681083,KS,United States,KSIY
KLNR,TRI-COUNTY RGNL,43.21186111,-90.17983333,KL,United States,KLNR
EFLP,LAPPEENRANTA,61.04583333,28.14861111,EF,Finland,EFLP
KRND,RANDOLF AFB,29.52890556,-98.27803056,KR,United States,KRND
LKMH,MNICHOVO HRADISTE,50.54,15.00666667,LK,Czechia,LKMH
FZJH,ISIRO-MATARI,2.826666667,27.58805556,FZ,Democratic Republic of the Congo,FZJH
KRID,RICHMOND MUNI,39.75608333,-84.84269444,KR,United States,KRID
KEVW,EVANSTON-UINTA COUNTY BURNS FIELD,41.27477778,-111.0346389,KE,United States,KEVW
KCDN,WOODWARD FIELD,34.28358333,-80.56486111,KC,United States,KCDN
LEAB,ALBACETE,38.94861111,-1.863333333,LE,Spain,LEAB
KRBL,RED BLUFF MUNI,40.15030556,-122.2521944,KR,United States,KRBL
CYSP,"MARATHON, ON",48.75710556,-86.34584722,CY,Canada,CYSP
NTHE,AHE,-14.4275,-146.2552778,NT,France,NTHE
KHSP,INGALLS FIELD,37.95144444,-79.83389444,KH,United States,KHSP
KDGW,CONVERSE COUNTY,42.79719444,-105.3858333,KD,United States,KDGW
KHQM,BOWERMAN,46.97119444,-123.9365556,KH,United States,KHQM
CYSL,"ST. LEONARD, NB",47.15729722,-67.83631389,CY,Canada,CYSL
FLKS,KASAMA,-10.21666667,31.13333333,FL,Zambia,FLKS
FZFK,GEMENA,3.236119444,19.77113056,FZ,Democratic Republic of the Congo,FZFK
CYLA,"AUPALUK, QC",59.29673056,-69.59985278,CY,Canada,CYLA
KLMS,LOUISVILLE WINSTON COUNTY,33.14619444,-89.0625,KL,United States,KLMS
KCSM,CLINTON-SHERMAN,35.33983889,-99.2005,KC,United States,KCSM
KSLG,"SMITH FIELD, AR",36.19186111,-94.49,KS,United States,KSLG
LICZ,CATANIA/SIGONELLA (MIL),37.40588889,14.92390833,LI,Italy,LICZ
LFAQ,ALBERT-BRAY,49.97,2.6925,LF,France,LFAQ
PAHL,HUSLIA,65.69786111,-156.3513889,PA,United States,PAHL
KVKS,VICKSBURG MUNI,32.23913889,-90.92819444,KV,United States,KVKS
